Date,Zone_ID,Bird_Age_Days,Total_Alive_Birds,Max_Temperature_C,Avg_Humidity_Percent,Avg_Water_Intake_ml,Avg_Feed_Intake_g,Health_Status,Target_Feed_g,Target_Water_ml,Feed_Deficit_Pct,Water_Spike_Pct,Temp_Avg_3D,Temp_Change_3D,Target_Status
2023-01-16,Zone_C,52,9743,32.50766496061792,75.677828200903,568.0141545101985,264.365839500211,Healthy,269.6,566.1600000000001,0.019414541913164045,0.003274965575452948,30.287099746175475,2.12901682902557,Healthy
2023-01-16,Zone_D,48,9764,32.50766496061792,75.677828200903,540.2745223402612,231.69747183100102,Healthy,250.39999999999998,525.8399999999999,0.07469060770366995,0.027450407614980434,30.287099746175475,2.12901682902557,Healthy
2023-01-17,Zone_A,32,9842,30.558517147661238,75.44475298483682,348.8438945503237,174.0463604525989,Healthy,173.6,364.56,0.0,0.0,30.837633430218176,1.651601052128104,Healthy
2023-01-17,Zone_B,21,9937,30.558517147661238,75.44475298483682,246.26882371463986,124.08381632285236,Healthy,120.8,253.68,0.0,0.0,30.837633430218176,1.651601052128104,Healthy
2023-01-17,Zone_C,53,9738,30.558517147661238,75.44475298483682,561.220872627825,274.9001965147842,Healthy,274.4,576.24,0.0,0.0,30.837633430218176,1.651601052128104,Healthy
2023-01-17,Zone_D,49,9761,30.558517147661238,75.44475298483682,492.5074233983382,261.67104537982226,Healthy,255.2,535.92,0.0,0.0,30.837633430218176,1.651601052128104,Healthy
2023-01-18,Zone_A,33,9839,30.299744516852748,74.26216667398111,372.9206055827537,172.74457201054426,Healthy,178.4,374.64000000000004,0.03170082953730799,0.0,31.121975541710636,0.8530263344773701,Healthy
2023-01-18,Zone_B,22,9935,30.299744516852748,74.26216667398111,251.09639278699873,129.94955409551068,Healthy,125.6,263.76,0.0,0.0,31.121975541710636,0.8530263344773701,Healthy
2023-01-18,Zone_C,54,9734,30.299744516852748,74.26216667398111,570.9976001742953,273.89581076495443,Healthy,279.2,586.32,0.018997812446438236,0.0,31.121975541710636,0.8530263344773701,Healthy
2023-01-18,Zone_D,50,9758,30.299744516852748,74.26216667398111,518.4622944373226,264.21180979399395,Healthy,260.0,546.0,0.0,0.0,31.121975541710636,0.8530263344773701,Healthy
2023-01-19,Zone_A,34,9835,35.97246873789417,75.16232630275573,377.2682186994758,172.06605688948898,Healthy,183.2,384.71999999999997,0.06077479863816055,0.0,32.27691013413605,3.464803777276245,Healthy
2023-01-19,Zone_B,23,9932,35.97246873789417,75.16232630275573,278.7014204881425,126.70879606733241,Healthy,130.39999999999998,273.84,0.028306778624751252,0.01775277712584914,32.27691013413605,3.464803777276245,Healthy
2023-01-19,Zone_C,55,9734,35.97246873789417,75.16232630275573,594.9799631057897,273.470069842873,Healthy,284.0,596.4,0.03707721886312328,0.0,32.27691013413605,3.464803777276245,Healthy
2023-01-19,Zone_D,51,9757,35.97246873789417,75.16232630275573,550.4620760949316,253.94968610298716,Healthy,264.79999999999995,556.0799999999999,0.040975505653371595,0.0,32.27691013413605,3.464803777276245,Healthy
2023-01-20,Zone_A,35,9831,35.081254401434805,62.84929311019684,396.864655196502,184.69086546003868,Healthy,188.0,394.8,0.017601779467879365,0.0052296230914437025,33.78448921872724,4.522737253773567,Healthy
2023-01-20,Zone_B,24,9929,35.081254401434805,62.84929311019684,297.12981810047347,127.43485748642158,Healthy,135.2,283.92,0.0574344860471776,0.046526550086198416,33.78448921872724,4.522737253773567,Healthy
2023-01-20,Zone_C,56,9731,35.081254401434805,62.84929311019684,617.6902606028475,277.4616120630941,Healthy,288.8,606.48,0.03926034604191799,0.01848413897053074,33.78448921872724,4.522737253773567,Healthy
2023-01-20,Zone_D,52,9755,35.081254401434805,62.84929311019684,567.7407659375181,263.1272611967196,Healthy,269.6,566.1600000000001,0.024008675086351763,0.0027920833996007855,33.78448921872724,4.522737253773567,Healthy
2023-01-21,Zone_A,36,9826,32.114786295955746,73.31065337260523,384.8333304333994,205.03136168611294,Healthy,192.79999999999998,404.88,0.0,0.0,34.3895031450949,1.815041779102998,Healthy
2023-01-21,Zone_B,25,9926,32.114786295955746,73.31065337260523,292.2150072823815,129.068308322674,Healthy,140.0,294.0,0.07808351198090001,0.0,34.3895031450949,1.815041779102998,Healthy
2023-01-21,Zone_C,57,9729,32.114786295955746,73.31065337260523,601.2027353623765,296.8999684946802,Healthy,293.59999999999997,616.56,0.0,0.0,34.3895031450949,1.815041779102998,Healthy
2023-01-21,Zone_D,53,9752,32.114786295955746,73.31065337260523,562.6553780983387,268.9888217411846,Healthy,274.4,576.24,0.019720037386353386,0.0,34.3895031450949,1.815041779102998,Healthy
2023-01-22,Zone_A,37,9823,32.65582989188393,66.53545202369673,420.0606803673183,204.7104374154244,Healthy,197.6,414.96,0.0,0.012291980835064388,33.2839568630915,-3.3166388460102354,Healthy
2023-01-22,Zone_B,26,9924,32.65582989188393,66.53545202369673,293.9967678831527,148.44681025242159,Healthy,144.8,304.08000000000004,0.0,0.0,33.2839568630915,-3.3166388460102354,Healthy
2023-01-22,Zone_C,58,9727,32.65582989188393,66.53545202369673,641.9392969252491,307.31969647075124,Healthy,298.4,626.64,0.0,0.02441481061733868,33.2839568630915,-3.3166388460102354,Healthy
2023-01-22,Zone_D,54,9750,32.65582989188393,66.53545202369673,616.2848192679468,280.51031221679244,Healthy,279.2,586.32,0.0,0.051106595831536906,33.2839568630915,-3.3166388460102354,Healthy
2023-01-23,Zone_A,38,9820,33.0725283780803,68.98903673783053,443.72096452674543,200.63765297867243,Healthy,202.4,425.04,0.008707248129088789,0.043951074079487604,32.61438152197332,-2.0087260233545052,Healthy
2023-01-23,Zone_B,27,9921,33.0725283780803,68.98903673783053,330.5651688822242,154.4680416618278,Healthy,149.6,314.16,0.0,0.05221915228617325,32.61438152197332,-2.0087260233545052,Healthy
2023-01-23,Zone_C,59,9724,33.0725283780803,68.98903673783053,628.8178780296727,311.47072563586534,Healthy,303.2,636.72,0.0,0.0,32.61438152197332,-2.0087260233545052,Healthy
2023-01-23,Zone_D,55,9747,33.0725283780803,68.98903673783053,598.7139357408663,282.5215749023831,Healthy,284.0,596.4,0.005205722174707316,0.0038798385997087983,32.61438152197332,-2.0087260233545052,Healthy
2023-01-24,Zone_A,39,9816,30.360752010050252,80.4619363784273,413.9872900321521,198.86212794213046,Healthy,207.2,435.12,0.040240695259988093,0.0,32.029703426671496,-1.7540342859054938,Healthy
2023-01-24,Zone_B,28,9918,30.360752010050252,80.4619363784273,332.33458437923963,159.2893087979151,Healthy,154.4,324.24,0.0,0.024964792682086172,32.029703426671496,-1.7540342859054938,At_Risk
2023-01-24,Zone_C,60,9721,30.360752010050252,80.4619363784273,623.5862349009186,307.849119758526,Healthy,308.0,646.8000000000001,0.0004898709138766199,0.0,32.029703426671496,-1.7540342859054938,Healthy
2023-01-24,Zone_D,56,9745,30.360752010050252,80.4619363784273,630.1356246369279,280.97742790861207,Healthy,288.8,606.48,0.027086468460484556,0.03900478933671,32.029703426671496,-1.7540342859054938,Healthy
2023-01-25,Zone_A,40,9814,30.347300018581,68.39307079173503,435.16119316366684,215.50165873225728,Healthy,212.0,445.20000000000005,0.0,0.0,31.26019346890385,-2.308529873302934,Healthy
2023-01-25,Zone_B,29,9881,30.347300018581,68.39307079173503,409.3737224053068,115.31950040695122,At_Risk,159.2,334.32,0.27563127885080885,0.22449665711087227,31.26019346890385,-2.308529873302934,At_Risk
2023-01-25,Zone_C,61,9720,30.347300018581,68.39307079173503,662.9771585140594,306.90636872010356,Healthy,312.8,656.88,0.018841532224732907,0.009281997494305506,31.26019346890385,-2.308529873302934,Healthy
2023-01-25,Zone_D,57,9743,30.347300018581,68.39307079173503,598.8414412377839,277.0707454337217,Healthy,293.59999999999997,616.56,0.05629855097506223,0.0,31.26019346890385,-2.308529873302934,Healthy
2023-01-26,Zone_A,41,9812,32.60344696220307,77.37678108474776,452.36732744313,224.2376242524079,Healthy,216.79999999999998,455.28,0.0,0.0,31.103832996944774,-0.46908141587722696,Healthy
2023-01-26,Zone_B,30,9841,32.60344696220307,77.37678108474776,412.6424075964221,98.35851841993993,At_Risk,164.0,344.40000000000003,0.40025293646378096,0.19814868640076097,31.103832996944774,-0.46908141587722696,At_Risk
2023-01-26,Zone_C,62,9717,32.60344696220307,77.37678108474776,644.8908019955336,321.6998165905351,Healthy,317.59999999999997,666.9599999999999,0.0,0.0,31.103832996944774,-0.46908141587722696,Healthy
2023-01-26,Zone_D,58,9740,32.60344696220307,77.37678108474776,623.9138616228398,316.69477166559875,Healthy,298.4,626.64,0.0,0.0,31.103832996944774,-0.46908141587722696,Healthy
2023-01-27,Zone_A,42,9809,33.32756764495475,67.99389764057082,465.59439998511266,223.58635575876752,Healthy,221.6,465.36,0.0,0.0005036960312718013,32.092771541912946,2.9668156349044956,At_Risk
2023-01-27,Zone_B,31,9789,33.32756764495475,67.99389764057082,426.2448366571309,105.11159484851972,At_Risk,168.79999999999998,354.47999999999996,0.37730097838554666,0.20245101742589416,32.092771541912946,2.9668156349044956,At_Risk
2023-01-27,Zone_C,63,9712,33.32756764495475,67.99389764057082,703.0185888037091,341.11394796612484,Healthy,322.4,677.04,0.0,0.038370833043408305,32.092771541912946,2.9668156349044956,At_Risk
2023-01-27,Zone_D,59,9737,33.32756764495475,67.99389764057082,658.9369598325117,293.89360875729375,Healthy,303.2,636.72,0.0306939025155219,0.03489282546882717,32.092771541912946,2.9668156349044956,At_Risk
2023-01-28,Zone_A,43,9796,36.27499638994813,65.95850857322424,542.0304760650095,139.4686974930272,At_Risk,226.4,475.44000000000005,0.3839721842180777,0.14006073545559775,34.06867033236865,5.92769637136713,Healthy
2023-01-28,Zone_B,32,9742,36.27499638994813,65.95850857322424,409.7970596903984,112.39289282362196,At_Risk,173.6,364.56,0.3525755021680762,0.12408673384463019,34.06867033236865,5.92769637136713,Healthy
2023-01-28,Zone_C,64,9653,36.27499638994813,65.95850857322424,953.459450704202,240.22225552742862,At_Risk,327.2,687.12,0.26582440242228417,0.38761708392158867,34.06867033236865,5.92769637136713,Healthy
2023-01-28,Zone_D,60,9685,36.27499638994813,65.95850857322424,718.0505390571883,197.83136740559797,At_Risk,308.0,646.8000000000001,0.35769036556624034,0.11015853286516424,34.06867033236865,5.92769637136713,Healthy
2023-01-29,Zone_A,44,9795,29.18572853589618,79.15729382927177,476.4082334956049,242.10746223643045,Healthy,231.2,485.52,0.0,0.0,32.92943085693302,-3.417718426306891,Healthy
2023-01-29,Zone_B,33,9738,29.18572853589618,79.15729382927177,372.9235516949824,188.0612332620444,Healthy,178.4,374.64000000000004,0.0,0.0,32.92943085693302,-3.417718426306891,Healthy
2023-01-29,Zone_C,65,9650,29.18572853589618,79.15729382927177,680.4846293598653,310.8260006912108,Healthy,332.0,697.2,0.06377710635177464,0.0,32.92943085693302,-3.417718426306891,Healthy
2023-01-29,Zone_D,61,9682,29.18572853589618,79.15729382927177,645.0544397237886,313.3878211891845,Healthy,312.8,656.88,0.0,0.0,32.92943085693302,-3.417718426306891,Healthy
2023-01-30,Zone_A,45,9792,29.60475950403864,69.28810257489353,505.79823544638066,237.1355907633603,Healthy,236.0,495.6,0.0,0.02057755336234995,31.688494809960986,-3.722808140916108,Healthy
2023-01-30,Zone_B,34,9734,29.60475950403864,69.28810257489353,361.11182384938365,174.9586227510121,Healthy,183.2,384.71999999999997,0.044985683673514756,0.0,31.688494809960986,-3.722808140916108,At_Risk
2023-01-30,Zone_C,66,9646,29.60475950403864,69.28810257489353,686.1044176969713,341.2769343693891,Healthy,336.8,707.2800000000001,0.0,0.0,31.688494809960986,-3.722808140916108,Healthy
2023-01-30,Zone_D,62,9679,29.60475950403864,69.28810257489353,698.4217619953283,319.0695305540564,Healthy,317.59999999999997,666.9599999999999,0.0,0.04717188736255309,31.688494809960986,-3.722808140916108,At_Risk
2023-01-31,Zone_A,46,9789,35.7586855570667,78.77670421221602,525.3321599391439,238.40197732184956,Healthy,240.79999999999998,505.68,0.009958565939162898,0.0388628380381742,31.51639119900051,-0.5163108328814303,Healthy
2023-01-31,Zone_B,35,9679,35.7586855570667,78.77670421221602,435.66482177629746,157.33027328160816,At_Risk,188.0,394.8,0.1631368442467651,0.10350765394198948,31.51639119900051,-0.5163108328814303,At_Risk
2023-01-31,Zone_C,67,9645,35.7586855570667,78.77670421221602,666.8940256807806,356.0623121883127,Healthy,341.59999999999997,717.36,0.0,0.0,31.51639119900051,-0.5163108328814303,Healthy
2023-01-31,Zone_D,63,9624,35.7586855570667,78.77670421221602,794.2080796807656,159.93515458901433,At_Risk,322.4,677.04,0.5039232177760101,0.17305931655554427,31.51639119900051,-0.5163108328814303,At_Risk
2023-02-01,Zone_A,47,9788,34.522933854662305,70.37047390209888,487.2879548764435,261.5995191196924,Healthy,245.6,515.76,0.0,0.0,33.295459638589215,5.337205318766124,Healthy
2023-02-01,Zone_B,36,9635,34.522933854662305,70.37047390209888,501.40604189665464,133.88904036527316,At_Risk,192.79999999999998,404.88,0.30555476988966196,0.23840654489393068,33.295459638589215,5.337205318766124,At_Risk
2023-02-01,Zone_C,68,9644,34.522933854662305,70.37047390209888,724.8468207382726,317.7535222618474,Healthy,346.4,727.4399999999999,0.08269768400159515,0.0,33.295459638589215,5.337205318766124,Healthy
2023-02-01,Zone_D,64,9594,34.522933854662305,70.37047390209888,849.7336986858066,250.95168579771882,At_Risk,327.2,687.12,0.23303274511699623,0.23665982460968482,33.295459638589215,5.337205318766124,At_Risk
2023-02-02,Zone_A,48,9786,30.355885217190394,64.70393239055524,545.9300815124948,249.7722061617119,Healthy,250.39999999999998,525.8399999999999,0.0025071638909268563,0.03820569282004957,33.545834876306465,0.7511257131517546,Healthy
2023-02-02,Zone_B,37,9602,30.355885217190394,64.70393239055524,475.9484298680171,148.2799591466326,At_Risk,197.6,414.96,0.2495953484482156,0.1469742381627558,33.545834876306465,0.7511257131517546,Healthy
2023-02-02,Zone_C,69,9642,30.355885217190394,64.70393239055524,706.9795232947705,349.69643750335837,Healthy,351.2,737.52,0.004281214398182292,0.0,33.545834876306465,0.7511257131517546,Healthy
2023-02-02,Zone_D,65,9549,30.355885217190394,64.70393239055524,973.6206362669307,192.6304539660502,At_Risk,332.0,697.2,0.41978778925888494,0.39647251329163885,33.545834876306465,0.7511257131517546,Healthy
2023-02-03,Zone_A,49,9783,29.83453459929319,71.0698995536711,531.1831188887262,254.053355268756,Healthy,255.2,535.92,0.004493121987633155,0.0,31.57111789038196,-5.924150957773509,Healthy
2023-02-03,Zone_B,38,9600,29.83453459929319,71.0698995536711,416.0206316887849,208.532782420543,Healthy,202.4,425.04,0.0,0.0,31.57111789038196,-5.924150957773509,Healthy
2023-02-03,Zone_C,70,9641,29.83453459929319,71.0698995536711,678.763349489747,352.0832638325606,Healthy,356.0,747.6,0.011002067886065758,0.0,31.57111789038196,-5.924150957773509,Healthy
2023-02-03,Zone_D,66,9547,29.83453459929319,71.0698995536711,753.8181105762076,355.2145301310127,Healthy,336.8,707.2800000000001,0.0,0.06579870854005129,31.57111789038196,-5.924150957773509,Healthy
2023-02-04,Zone_A,50,9781,32.22309815804775,71.55625077271768,570.4515160657312,292.0203604079345,Healthy,260.0,546.0,0.0,0.044782996457383144,30.804505991510442,-2.299835696614558,Healthy
2023-02-04,Zone_B,39,9597,32.22309815804775,71.55625077271768,407.160123085181,199.28048082830367,Healthy,207.2,435.12,0.038221617624017004,0.0,30.804505991510442,-2.299835696614558,Healthy
2023-02-04,Zone_C,1,9998,32.22309815804775,71.55625077271768,49.11716107216613,24.04970006067797,Healthy,24.8,52.080000000000005,0.030254029811372176,0.0,30.804505991510442,-2.299835696614558,Healthy
2023-02-04,Zone_D,67,9544,32.22309815804775,71.55625077271768,765.7715169334263,326.82172807861286,Healthy,341.59999999999997,717.36,0.04326192014457583,0.06748566540290264,30.804505991510442,-2.299835696614558,Healthy
2023-02-05,Zone_A,51,9777,30.87639824432006,77.39972069445012,536.922283253015,265.61948511460355,Healthy,264.79999999999995,556.0799999999999,0.0,0.0,30.978010333887,0.5205130271296667,Healthy
2023-02-05,Zone_B,40,9595,30.87639824432006,77.39972069445012,426.7287204837545,216.56995717044592,Healthy,212.0,445.20000000000005,0.0,0.0,30.978010333887,0.5205130271296667,Healthy
2023-02-05,Zone_C,2,9995,30.87639824432006,77.39972069445012,58.72180674893028,28.56326798799245,Healthy,29.6,62.160000000000004,0.03502473013539024,0.0,30.978010333887,0.5205130271296667,Healthy
2023-02-05,Zone_D,68,9541,30.87639824432006,77.39972069445012,686.7450401640401,372.8568769703541,Healthy,346.4,727.4399999999999,0.0,0.0,30.978010333887,0.5205130271296667,Healthy
